"3d_viz_custom_consultants","accounting_custom_consultants","acoustics_custom_consultants","ae_fee_number","ae_sourced_cost_co_number","ae_sourced_number_co_number","arborist_custom_consultants","archeologist_custom_consultants","art_consultant1_custom_consultants","audiovisual_custom_consultants","aviation_custom_consultants","awards_received1_list_text","awards_submissions_list_text","bid_amount_number","bid_cost_number","bid_date_date","bid_estimate_number","builder_custom_consultants","builder_phase_engagement_option_design_phases","building_envelope_custom_consultants","business_management_custom_consultants","certifications_list_text","civil_custom_consultants","client_custom_consultants","cm_custom_consultants","code_consultant1_custom_consultants","companysubscribed_custom_companysubscriber","completion_date__actual__date","completion_date__anticipated__date","completion_date_date","construction_budget_number","construction_cost_at_start_of_construction_number","construction_cost_at_start_of_design_number","construction_cost_number","construction_materials_text","construction_start__actual__date","construction_start__anticipated__date","construction_testing_custom_consultants","consultant_cost_co_number","consultant_number_co_number","contract_award_date_date","cost_estimator3_custom_consultants","cost_number","costpersqft_number","date_of_occupancy_date","delivery_method_text","design_completion_date","design_custom_consultants","design_start_date","door_hardware_custom_consultants","electric_solar_meter__kbtu__list_number","electric_year_ending_date_list_date","electrical_custom_consultants","elevator_consultant_custom_consultants","environmental_custom_consultants","final_construction_cost_number","fire_protection1_custom_consultants","food_service_custom_consultants","geotech_custom_consultants","grade_level_text","graphic_design_custom_consultants","hazmat_custom_consultants","historic_preservation_custom_consultants","image_image","inspections_custom_consultants","interior_design_consultant_custom_consultants","internal_team_list_user","lab_planning_custom_consultants","land_survey_custom_consultants","landscape_custom_consultants","lighting_consultant_custom_consultants","location_geographic_address","location_text","mechanical_custom_consultants","mechanical_system_text","name_text","no__levels_floors_number","no__units_number","occupancy_number","owner_generated_cost_co_number","owner_generated_number_co_number","parking_design_custom_consultants","parking_space_number","permit_review_custom_consultants","phase_text","planning1_custom_consultants","plumbing_custom_consultants","pm_custom_consultants","prime_list_custom_consultants","principal_in_charge_user","program_text","project_description_text","project_id_text","project_images_list_image","project_imgs_files_list_file","project_imgs_names_list_text","project_narrative_text","project_number_number","project_order_number","project_publicity_list_text","project_status_option_project_status","project_survey_list_custom_survey","project_us_state_text","public_relations_custom_consultants","real_estate_custom_consultants","regioncounty_text","roofing_consultant_custom_consultants","scope_of_services_text","site_description_text","site_size_number","size_number","specifications_consultant_custom_consultants","specifications_custom_consultants","sq__ft___addition__number","sq__ft___reno__number","sq__ft__new__number","sq__ft__total_number","start_date_date","structural_custom_consultants","structural_system_text","sustainability_consultant_custom_consultants","sustainability_text","telecommunications_custom_consultants","total_cost_co_number","total_number_co_number","total_project_budget_number","total_project_cost_number","traffic_consultant_custom_consultants","type_list_text","unforeseen_cost_co_number","unforeseen_number_co_number","waterproofing_custom_consultants","Created Date","Modified Date","_id","Slug","Created By","Created By - email"
"","","","","","","","","","","","Historic Hawaii Foundation Preservation Honor Award 2013","","","","","","","","","","LEED Gold – New Construction","","1734980747957x414288125393775760","","","1728659653678x113956400766583870","","","Jan 1, 2012 12:00 am","","","","","","","","","","","","","16900000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pearl Harbor, 667 Safeguard St Honolulu HI 96860","","","P-307 Production Services Support Facility
Contract: N62478-09-D-4016","","","","","","","","","","","","","","","","","","","","","New, two-story Production Services Support Facility building supporting production shops performing critical maintenance on surface ships and submarines home ported at Pearl Harbor.  This was the first large structure constructed within the Naval Shipyard in the past two decades. The new facility replaces existing, temporary Production Support Services and provides 35,000 sf of shops, storage, administrative functions as well as adaptable meeting and training spaces. As part of this project, WCIT also provided Interior Design services, coordinating Collateral Equipment selections and installation. 

P-307 is located in the Controlled Industrial Area, (CIA), requiring an enhanced level of security clearance throughout the duration of construction.  The project is also located within the Pearl Harbor National Historic Landmark, (PHNHL), Shipyard district, requiring close coordination with Hawaii State Historic Preservation Division as well as NAVFAC Hawaii Historic Preservation Division, (EV5).
			
This project is in support of the ""One Shipyard"" concept as part of the Shipyard's Facilities Modernization Plan to improve operational efficiencies, reduction of maintenance facilities, reduction of footprint (temporary facilities and vision towers), strategic planning for future workloads, and improvement in the quality of life for Shipyard workers.

Scope of our work was elaborating on the RFP design intent, providing documentation and coordination with the Project Delivery Team, (PDT), and executing the design intent. Through the coordination effort, adjustments and recommendations were made, leading to greater efficiencies for the project. The team established goals and criteria for success as follows:
Complete the Production Services Support Facility within program (requirements based design)
Project attained LEED Gold “certifiable” building, exceeding minimum project LEED certification requirement and attained compliance with Environmental Protection Act 2005. 
Adhere to AT/FP requirements. 
Coordination and incorporation of design elements as set forth by PHNHL and EV5 requirements.
Timely completion of all independent technical reviews.","10129","","","","","","","","","","","","","36685","","","","","","","","","","","","","","","","","","Government Facility","","","","Dec 30, 2024 9:38 am","Dec 30, 2024 9:38 am","1735569491418x539527158568237060","","admin_user_arch-dash_test",""
"","","","","","","","","","","","","","","","","","1730155554351x946356230565590700","","","","","","1732726177830x401672052140331200","","","1728659653678x113956400766583870","","","","","","","","","","","","","","","","","","","","","","","","","","1730156561454x554511758673992240","","","","","","","","","","","","","","","","","","","","1000 BISHOP STREET #701 HONOLULU, HI 96813","1730156561454x554511758673992240","","PACXA OFFICE RENOVATION","","","","","","","","","","","","","","","","","","","","","","20126","","","","","","","","","","","","","16697","","","","","","","","1730155554352x145521819847869820","","","","","","","","","","Offices , Warehouses","","","","Dec 30, 2024 10:05 am","Dec 30, 2024 10:05 am","1735571157357x921878047985965400","","admin_user_arch-dash_test",""
"","","","","","","","","","","","","","","","","","1734967668406x924970915861037600","","","","","","","","","1728659653678x113956400766583870","","","Sep 1, 2021 12:00 am","","","","","","","","","","","","","1661500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91-1001 Farrington Hwy, Kapolei, HI 96707","","","PIKO Nāulu Center Outdoor Learning Space – UH West Oʻahu","","","","","","","","","","","","","","","","","","","","","The University of Hawai‘i – West O‘ahu is a public university in Kapolei, Hawaii. The Nāulu Center Outdoor Learning Space, also referred to as the Cultural and Performing Arts and Education Amphitheater, is a flexible multipurpose performance and event area. Construction of the Outdoor Learning Space was funded by the Title III Po‘o ‘Ike Kino & ‘Ohana (PIKO) Project. It features a metal shade structure (approximately 1,872 square feet) that incorporates supporting infrastructure including power, telecommunications, WiFi, audiovisual capabilities for sound, theatrical lighting, and a large blow-up projector — to dually serve shading and performance needs. Areas within the shade structure and surrounding plaza now have furniture for seating and collaborative gathering. The existing planters are also modified to incorporate bench seating and convenience power outlets, and enhanced with new lei-friendly plantings.","18107","","","","","","","","","","","","","1872","","","","","","","","","","","","","","","","","","Educational Facilities","","","","Dec 30, 2024 9:41 am","Dec 30, 2024 9:41 am","1735569695505x969812306396331300","","admin_user_arch-dash_test",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","1728659653678x113956400766583870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QMC Wahiawa Hospital","","","","","","","","","","","","","","","","","","","","","","23127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Medical Facilities","","","","Dec 30, 2024 10:14 am","Dec 30, 2024 10:14 am","1735571689268x647228253594523800","","admin_user_arch-dash_test",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","1728659653678x113956400766583870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Queens 4th Fl Pauahi","","","","","","","","","","","","","","","","","","","","","","22111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Medical Facilities","","","","Dec 30, 2024 10:05 am","Dec 30, 2024 10:05 am","1735571157684x101934799494601820","","admin_user_arch-dash_test",""
"","","","","","","","","","","","","","","","","","","","","","","1730082692724x317828471061490500","1732726177832x227862257150383460","","","1728659653678x113956400766583870","","","","","","","","","","","","","","","","","","","","","","","","","","1730039943222x720852572887955100","","","","","","","","","","","","","","","","","","","","3316 Kanaina Ave Honolulu, HI 96815","1730156264638x822999928689301900","","Rainbow Drive‐In Kapahulu – Rainbow Tiki Store and Office Interior","","","","","","","","","","","","","","","","","","","","","","21127","","","","","","","","","","","","","5000","","","","","","","","1730155554352x145521819847869820","","","","","","","","","","Restaurant","","","","Dec 30, 2024 10:05 am","Dec 30, 2024 10:05 am","1735571157611x374997870027160560","","admin_user_arch-dash_test",""
"","","1730082692723x177037860984538880","","","","","","","","","","","","","","","","","","","","","","","","1728659653678x113956400766583870","","","Jan 1, 2020 12:00 am","","","","","","","","","","","","","350000000","","","","","","","","","","1730039943222x720852572887955100","","","","","","","","","","","","","","","","","","","","Ala ʻIke, Pearl City, HI 96782","1730156264638x822999928689301900","","Science Labs -  Title III Leeward Community College","","","","","","","","","","","","","","","","","","","","","WCIT Architecture designed and documented both new and renovated labs for Leeward Community College. The design scope included two new labs, with one being a BSL-2 Lab – Chemistry and General Purpose, as well as five lab renovations. Both the new labs and renovated labs contained infrastructure improvements that include direct compressed air, gas, water to lab benches along with provisions for information technology and audio visual. Specialty equipment included fume hoods, water stills, ice machines, plant growth chamber, biological safety cabinets, forced air incubator and emergency shower and eyewash.","15107","","","","","","","","","","","","","5572","","","","","","","","1730155554352x145521819847869820","","","","","","","","","","Educational Facilities","","","","Dec 30, 2024 9:38 am","Dec 30, 2024 9:38 am","1735569491811x721373166781881200","","admin_user_arch-dash_test",""
"","","","","","","","","","","","","","","","","","","","","","","","1732726177824x561414914705822100","","","1728659653678x113956400766583870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Po‘ipū, Kaua‘i","","","Sheraton Kaua‘i Resort Ocean and Beach Wing Guestroom Renovation","","394","","","","","","","","","","","","","","","","","","","100words
The Sheraton Kaua’i Resort Ocean & Beach Wings have been revamped to include deluxe garden views, deluxe oceanfront, luxury oceanfront and ocean suites. The scope included updated the furnishings, amenities, artwork, color palette and other accommodation details. The color palette is soft, subtle colors that are also reflective of the ocean and surrounding. The beach wing on the top floor has these larger vaulted ceilings for a premium experience.

500-1000words","16117","","","","","","","","","","","20 acres","871200","","","","","","","","","","","","","","","","","","","Hotel/Timeshare Resort","","","","Dec 30, 2024 9:38 am","Dec 30, 2024 9:38 am","1735569491875x230310732589137150","","admin_user_arch-dash_test",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","1728659653678x113956400766583870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ʻIwilei, Oʻahu","","","The Office of Hawaiian Affairs Nā Lama Kukui Renovations","","","","","","","","","","","","","","","","","","","","","100words
Nā Lama Kukui is property owned by OHA and formerly known as the Gentry Pacific Design Center. Designed with flexible floor plans with high ceilings and skylights in many spaces which create an opening and inviting atmosphere. The office renovation comprised of 40,000 square-feet space including all new office furnishings. The design objective was to create an environment that was warm, inviting, professional, timeless and innovative. The vision was to create an open office environment that would encourage collaboration and communication amongst the staff in a contemporary office setting.  

500-1000words","15128","","","","","","","","","","","","","40000","","","","","","","","","","","","","","","","","","Offices , Warehouses","","","","Dec 30, 2024 9:38 am","Dec 30, 2024 9:38 am","1735569491817x909979554282766800","","admin_user_arch-dash_test",""
"","","","","","","","","","","","TAW Award '23 
NAIOP Commercial Renovation Award over 40 , 000 square feet 2011","","","","","","","","","","","","1732726177826x775955317802740500","","","1728659653678x113956400766583870","","","Jan 1, 2023 12:00 am","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kapalua, Maui","","","The Ritz-Carlton Maui Kapalua Resort Renovation","","466","","","","","","","","","","","","","","","","","","","100words
At the Ritz-Carlton Maui, guests are welcomed by an infinity-edge lanai is breathtaking as it is meaningful, telling the story of Kapalua. The hand-carved wooden kapa panels adorning the space symbolize the six bays surrounding the resort that were favorites of the Hawaiian chiefs. With multiple seating areas, complete with fire pits, the lanai offers a lively and inviting atmosphere from sunrise to sunset.

500-1000words","19102","","","","","","","","","","","54 acres","2352240","","","","","","","","","","","","","","","","","","","Hotel/Timeshare Resort","","","","Dec 30, 2024 10:01 am","Dec 30, 2024 10:01 am","1735570869859x832813335084940900","","admin_user_arch-dash_test",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","1728659653678x113956400766583870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TS Honua Kai Market","","","","","","","","","","","","","","","","","","","","","","22107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Restaurant","","","","Dec 30, 2024 10:05 am","Dec 30, 2024 10:05 am","1735571157667x942619986588868900","","admin_user_arch-dash_test",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","1728659653678x113956400766583870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Turtle Bay H2 Condo and Ocean Club Project","","","","","","","","","","","","","","","","","","","","","","22131","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Single Family Residential","","","","Dec 30, 2024 10:09 am","Dec 30, 2024 10:09 am","1735571384830x600227269387007900","","admin_user_arch-dash_test",""
"","","1730156561454x554511758673992240","","","","","","","","","AIA Honolulu Award of Merit 2022
AIA Honolulu People’s Choice Award 2022
NAIOP Commercial Renovation Award 
(over 40 , 000 square feet) 2023","","","","","","1730039943222x316329878207117100","","","","","","1732726177826x775955317802740500","","","1728659653678x113956400766583870","","","Jul 1, 2021 12:00 am","","","","","","","","","","","","","100000000","","","","","","","","","","","","","","","","","","","","","","","","","","","1734971967733x552358775370764800","","","57-091 Kamehameha Hwy, Kahuku, HI 96731","1730156561454x554511758673992240","","Turtle Bay Resort – Transformational Renovation","","452","","","","","","","","","","","","","","","","","","","Set on 1,300 oceanfront acres, Turtle Bay Resort immerses visitors in its stunning landscape, nestled alongside five miles of coastline with secluded beaches, world-famous surf breaks, and working farm.

As the only full-service resort on the North Shore, every aspect of the resort has been transformed. The arrival experience starts with a new grand porte-cochere marking the arrival and entry sequence into the hotel lobby. Improving guest comfort around the resort a series of wood, aluminum, and repurposed surfboard windscreens were designed to redirect and slow wind speeds at the Porte-Cochere and pool areas.

Deemed the Living Room of the North Shore, the lobby becomes a central, relaxed, communal space for local community and visitors to enjoy. The existing lobby as originally conceived in 1972 was intended as a casino floor without any sense of place. The redesign takes advantage of the unique northern location by opening views to the west and east allowing guest to see both sunrise and sunset from the lobby. The light-filled lobby has had walls replaced with openings to create awe-inspiring views of the seemingly endless stretches of beaches, surf. Beyond the lobby, infinity edge water features lead guests to a terraced pool deck with a new adults-only pool, redesigned family-friendly pool, and Pool Bar with front-row views of the crashing waves and surfers just beyond.

Selecting durable and resilient materials that can hold up to one of the harshest environments on the island was critical.  Grounding the building and providing a backdrop for the new pool deck, a new basalt wall stone was selected as an extension of the natural basalt coastline with deep texture pattern capturing the ever-changing light unique to Hawai‘i. Windows and door selections utilized high performance glazing and are hurricane resistant. 
Mechanical, Electrical and Plumbing systems were replaced throughout with energy efficient mechanical units and controls, as well as low flow restroom fixtures and extensive lighting daylight controls.

Extensive green planted roof over the lobby and restaurant provides a natural green foreground to ocean view. Additionally providing natural habitat for birds and insects, while also providing additional thermal insulation and storm water management. Through sustainable design strategies, cultural connections and community engagement, the project value extends beyond the physical and continues to welcome guests and community to gather side by side, which is what has made Turtle Bay a memorable place for the last 50 years.","18112","","","","","","","","","","","13 acres","566280","","","","","","","","Jan 1, 2019 12:00 am","1730082692719x553220684389339460","","","","","","","","","","Hotel/Timeshare Resort","","","","Dec 30, 2024 9:41 am","Dec 30, 2024 9:41 am","1735569695547x231030287571396560","","admin_user_arch-dash_test",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","1728659653678x113956400766583870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57-097 KAMEHAMEHA HIGHWAY KAHUKU, HI 96731","","","TURTLE BAY RESORT - RR3 RESORT RESIDENTIAL","","","","","","","","","","","","","","","","","","","","","","22125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hotel/Timeshare Resort","","","","Dec 30, 2024 10:09 am","Dec 30, 2024 10:09 am","1735571384820x984858832090607000","","admin_user_arch-dash_test",""
"","","1730156561454x554511758673992240","","","","","","","","","","","","","","","1730156264637x962367585582215600","","","","","","1732726177829x188324034848433400","","","1728659653678x113956400766583870","","","","","","","","","","","","","","","","","","","","","","","","","","1730155554348x964433646398899600","","","","","","","","","","","","","","","","","1730156561453x299346794249964600","","","UNIVERSITY OF HAWAII AT MANOA, 2444 DOLE STREET HONOLULU, HI 96822","1730155554348x964433646398899600","","UH BACHMAN HALL RENOVATION PROJECT","","","","","","","","","","","","","","","","","","","","","","20102","","","","","","","","","","","","","","","","","","","","","1730156428452x284502581549918700","","","RWDI","","","","","","","Educational Facilities","","","","Dec 30, 2024 10:01 am","Dec 30, 2024 10:01 am","1735570869918x776812736840314600","","admin_user_arch-dash_test",""
"","","","","","","","","","","","","","","","","","","","","","","","1732726177834x916312200229583000","","","1728659653678x113956400766583870","","","","","","","","","","","","","","","","","","","","","","","","","","1730082692730x352624750160522000","","","","","","","","","","","","","","","","","","","","200 W. Kawili Street, Hilo, HI 96720","1730082692730x352624750160522000","","UHH Edith Kanakaole Hall Renovation","","","","","","","","","","","","","","","","","","","","","","23105","","","","","","","","","","","3 acres","130680","","","","","","","","","1730082692730x352624750160522000","","","","","","","","","","Educational Facilities","","","","Dec 30, 2024 10:09 am","Dec 30, 2024 10:09 am","1735571384934x746173650327582600","","admin_user_arch-dash_test",""
"","","","","","","","","","","","","","","","","","","","","","","","1732726177834x381667459047970500","","","1728659653678x113956400766583870","","","","","","","","","","","","","","","","","","","","","","","","","","1730082692730x352624750160522000","","","","","","","","","","","","","","","","","","","","200 W. KAWILI STREET, HILO, HAWAII 96790","1730082692730x352624750160522000","","UHH PSYCHOLOGY LABORATORY RENOVATIONS","","","","","","","","","","","","","","","","","","","","","","23114","","","","","","","","","","","544 acres","","","","","","","","","","1730082692730x352624750160522000","","","","","","","","","","Educational Facilities","","","","Dec 30, 2024 10:09 am","Dec 30, 2024 10:09 am","1735571384960x930759571032215800","","admin_user_arch-dash_test",""
"","","1730156561454x554511758673992240","","","","","","","","","","","","","","","1734967668406x925837078228091400","","","","","1730155554345x203955898154854140","","","","1728659653678x113956400766583870","","","","","","","","","","","","","","","","","","","","","","","","","","1730039943222x720852572887955100","","","","","","1730155404019x964405795441279700","","","","","","","","","","","1730082692720x504835575185908000","","","UNIVERSITY OF HAWAI‘I AT MĀNOA","","","UHM ATHLETIC FACILITY RELOCATION & UPGRADES AT LOWER CAMPUS","","","","","","","","","","","","","","","","","","","","","","23104","","","","","","","","","","","","","","","","","","","","","1730156264636x736344256571418200","","","","","","","","","","Park/Recreational , Sports Facilities , Arenas , Theaters","","","","Dec 30, 2024 10:09 am","Dec 30, 2024 10:09 am","1735571384918x480106077909607800","","admin_user_arch-dash_test",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","1728659653678x113956400766583870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","University of Hawaii Maui College Vocational Training Center Renovation/Expansion","","","","","","","","","","","","","","","","","","","","","This project will allow UHMC to renovate and expand the existing shops to create a consolidated Vocational Technology Center.  The plan is to renovate and consolidate four CTE programs that are operating out of buildings that were constructed in 1949 and are 73 years old. Buildings 2201 (Auto shop), 2202, (Bldg Trades), 2203 (Welding) and 2204 (Carpentry) are the original vocational buildings that made up the Maui Vocational Tech School in the 1950s.  (see reference map on next page) 

The infrastructure for these buildings, electrical, plumbing, gas, etc. have deteriorated and do not allow for the program to install current industry standard CTE equipment for teaching purposes.  The programs have evolved from traditional welding, carpentry, and automotive training towards sustainable construction, photovoltaics, electric and hybrid vehicles, as well as incorporating a mixture of online (distance) learning with in‐person instruction.   These changes require a modernized and expanded facility to address both the deterioration of 73 years old buildings as well as to allow the program to accommodate the new technologies and current state of the art equipment.","23128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Educational Facilities","","","","Dec 30, 2024 10:14 am","Dec 30, 2024 10:14 am","1735571689268x269567393398949300","","admin_user_arch-dash_test",""
"","","","","","","","","","","","PCBC Gold 2018","","","","","","1734967668404x540124318781535000","","","","LEED Silver 2017","","1734981616142x692089689686990600","","","1728659653678x113956400766583870","","","Jan 1, 2017 12:00 am","","","","","","","","","","","","","500000000","","","","","","","","","","1730156561454x554511758673992240","","","","","","","","","","","","","","","","","1734971967734x359812473840747140","","","Kakaʻako, Oʻahu","","","Waiea at Ward Village Luxury Tower + Villas","","171","","","","","","","","","","","","","","","","","","","100words
The building Waiea, which translates to “water of life,” was designed in collaboration with James KM Cheng Architects. The building introduces the stories of Hawaiian fishing gods Kū‘ulakai and his son ‘Ai‘ai, along with the genealogy of Kaka‘ako is woven throughout the building’s design. Its most prominent design feature is its sweeping glass facade. It is inspired by the essential life-giving role of water in Kaka‘ako’s landscape and the fishing nets used for sustenance by Hawaiians of both yesterday and today.

500-1000words
An entirely new level of luxury in Hawaii, Waiea represents the pinnacle of highend living on Ala Moana Boulevard. With its sweeping unparalleled glass façade and spacious view-oriented interiors, this 36-floor tower represents a new level of architectural sophistication in Hawaii. The building design is memorable and iconic, weaving together the genealogy of Kaka’ako and the story of Kū‘ulakai and his son ‘Ai‘ai. It simultaneously honors the past, exists at the forefront of contemporary building design, and signals the future build-out of what will be a thriving, cosmopolitan, urban community in the heart of Honolulu.

Kaka‘ako’s genealogy is a dynamic and varied one, physically and socially changing in a relatively short period of time; overlaying of events and wahi pana (storied places) allows Waiea to draw inspiration from time and place. Hawaiian history and cultural context lays the basis for the proposed design - one that looks to celebrate the traditions of the past, acknowledge and reference its surrounding environment, and infuse cultural ideals and relationships between the ‘āina (land) and kānaka (people). Waiea falls in the ahupua‘a of Nu‘uanu, Pauoa, & Makiki, bounded by the districts of Kaka‘ako, Ka‘ākaukukui, Kukuluāe‘o and Kewalo. Waiea’s grounds— what we today call Kaka‘ako--once sat in the reefs of Kukuluāe‘o and Kewalo.

Fishing gods Kū‘ulukai and his son ‘Ai‘ai, who once traveled around the islands teaching kānaka diff erent fi shing techniques, are said to have stopped here along their huaka‘i (journey). Ku’ulakai, the father, stands as the Diamond Head wing of the tower, teaching, ready to cast his net. Ai’ai, the son stands behind him, the ‘Ewa wing, watching, learning from his father. The ‘ako’ako’a base of townhomes honor the reefs of Kukuluāe‘o, the foundation of Kaka‘ako. Subtle hints honor Ku‘ulakai’s wife, Hinapukui‘a, as she traverses the reefs for limu (seaweed) & i‘a (fish).

Tower and Residences – Comprised of 174 residences, including 10 townhomes, 12 penthouses and 2 breathtaking grand penthouses, Waiea offers spacious and sophisticated residences, not to mention stunning island and ocean views. The ceilings extend above nine feet in living spaces providing ample natural light. There are six unique units on each floor offering a variety of unit types and view options. The three units along the feature curtain wall look east toward Diamond Head and makai toward the ocean. Each of these units varies as the feature wall swells in and out, no two glass panel connections are alike, no two units are the same. The façade utilizes a high-performance, low-e, glass panel with planar, faceted glass to create the compound curvilinear geometry. An innovative design of 2,000 steel embeds within the concrete accept the more than 1,000 individual glass panels with an acceptable tolerance of only ½” in any direction

The three units on the ‘ewa side of the building look westward, each with living spaces that open up to eight foot deeep lanai blurring the interior and exterior. The lanai, continuous slab projections, and metal sunshades provide protection from solar heat gain. In one celebratory example of indoor-outdoor living in the sky, the ‘ewa-makai unit has sliding doors the full length of a 45 foot long lanai.

Townhouses – Waiea offers a rare opportunity to own exceptionally spacious homes with private pools, yards, roof decks and street front access to Ala Moana beach and Kewalo Harbor. Nowhere else in Honolulu can residents enjoy the unmatched space and comfort of a single family home, while also having access to the many planned services and amenities of a luxury tower and the shops, restaurants, entertainment and public spaces of Ward Village. Layers of tropical flowers, native landscaping, cleft and honed travertine, lie below the varying concrete frames and lanai of the townhouses.

Grand Penthouse – At the top of the tower sits the Grand Penthouse with unsurpassed 360 degree views. It pushes the envelope with its ambitious design and sophisticated interiors, breathtaking lanai, and private outdoor deck spaces with an infinity pool that marries ocean and sky. The interior spaces are divided between a private bedroom wing and living, entertainment spaces that embrace the highest ceilings in the tower and the most dynamic swells in Ku’ulakai’s net.

Amenity Level – Residents of Waiea enjoy a state of the art fitness center, resort style spa, library, theater, golf simulation room, chef kitchen, private dining room, and a private bar that opens out to the ocean view and amenity deck. The lushly planted outdoor amenity deck affords a place for lounging, kid’s play, gatherings in BBQ pavilions, fire side relaxation and swimming in a vast infinity edge pool that aligns with the ocean horizon.","12137","","","","","","","","","","","2 acres","87120","539655","","","","","","","","1734971967735x954471369459553400","","","","","","","","","","High Rise Building (all bldgs over 15 stories)","","","","Dec 30, 2024 9:38 am","Dec 30, 2024 9:38 am","1735569491767x605467452488310800","","admin_user_arch-dash_test",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","1728659653678x113956400766583870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Waikiki Shopping Plaza","","","","","","","","","","","","","","","","","","","","","","18102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Retail/Malls/Shopping Centers","","","","Dec 30, 2024 9:41 am","Dec 30, 2024 9:41 am","1735569695495x634079185344518900","","admin_user_arch-dash_test",""
"","","","","","","","","","","","","","","","","","","","","","","","1732726177831x757375597477401000","","","1728659653678x113956400766583870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Waikiki Surf Racks","","","","","","","","","","","","","","","","","","","","","","23110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Park/Recreational , Sports Facilities , Arenas , Theaters","","","","Dec 30, 2024 10:09 am","Dec 30, 2024 10:09 am","1735571384943x735376178120885000","","admin_user_arch-dash_test",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","1728659653678x113956400766583870","","","","","","","","","","","","","","","","186000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6 KAI ALA DR., LAHAINA, MAUI, HAWAII 96761","","","Westin Ka’anapali Ocean Resort Villas","","","","","","","","","","","","","","","","","","","","","","21130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Master Plan","","","","Dec 30, 2024 10:05 am","Dec 30, 2024 10:05 am","1735571157611x131690058399086770","","admin_user_arch-dash_test",""
